1e+11 -1 0 
1.06376e+11 -1 1.45367e+08 
1.1316e+11 -1 2.90734e+08 
1.20375e+11 -1 4.36102e+08 
1.28051e+11 -1 8.11362e+08 
1.36216e+11 -1 1.79288e+09 
1.44902e+11 -1 2.77441e+09 
1.54141e+11 -1 3.75593e+09 
1.6397e+11 -1 7.35386e+09 
1.74426e+11 -1 1.30922e+10 
1.85548e+11 -1 1.88306e+10 
1.97379e+11 -1 2.45689e+10 
2.09965e+11 -1 4.75302e+10 
2.23354e+11 -1 7.41443e+10 
2.37596e+11 -1 1.00758e+11 
2.52746e+11 -1 1.33914e+11 
2.68862e+11 -1 2.25957e+11 
2.86006e+11 -1 3.18e+11 
3.04244e+11 -1 4.10043e+11 
3.23644e+11 -1 5.50391e+11 
3.44281e+11 -1 7.71248e+11 
3.66234e+11 -1 9.92106e+11 
3.89587e+11 -1 1.21296e+12 
4.14429e+11 -1 1.56838e+12 
4.40855e+11 -1 1.99625e+12 
4.68966e+11 -1 2.42411e+12 
4.98869e+11 -1 2.85198e+12 
5.30679e+11 -1 3.58281e+12 
5.64518e+11 -1 4.3382e+12 
6.00514e+11 -1 5.09359e+12 
6.38806e+11 -1 5.96526e+12 
6.7954e+11 -1 7.30201e+12 
7.2287e+11 -1 8.63877e+12 
7.68964e+11 -1 9.97552e+12 
8.17997e+11 -1 1.17283e+13 
8.70156e+11 -1 1.39408e+13 
9.25642e+11 -1 1.61533e+13 
9.84665e+11 -1 1.83658e+13 
1.04745e+12 -1 2.17608e+13 
1.11424e+12 -1 2.555e+13 
1.18529e+12 -1 2.93391e+13 
1.26087e+12 -1 3.31776e+13 
1.34127e+12 -1 3.89458e+13 
1.4268e+12 -1 4.47139e+13 
1.51778e+12 -1 5.04821e+13 
1.61456e+12 -1 5.69799e+13 
1.71751e+12 -1 6.518e+13 
1.82703e+12 -1 7.33802e+13 
1.94353e+12 -1 8.15803e+13 
2.06746e+12 -1 9.27002e+13 
2.19929e+12 -1 1.05978e+14 
2.33952e+12 -1 1.19256e+14 
2.4887e+12 -1 1.32534e+14 
2.6474e+12 -1 1.51496e+14 
2.81621e+12 -1 1.71461e+14 
2.99578e+12 -1 1.91426e+14 
3.18681e+12 -1 2.11867e+14 
3.39001e+12 -1 2.3564e+14 
3.60618e+12 -1 2.59413e+14 
3.83612e+12 -1 2.83187e+14 
4.08073e+12 -1 3.11125e+14 
4.34094e+12 -1 3.45311e+14 
4.61774e+12 -1 3.79497e+14 
4.91219e+12 -1 4.13682e+14 
5.22542e+12 -1 4.60783e+14 
5.55861e+12 -1 5.14102e+14 
5.91306e+12 -1 5.67421e+14 
6.2901e+12 -1 6.2074e+14 
6.69119e+12 -1 6.8157e+14 
7.11785e+12 -1 7.42796e+14 
7.57172e+12 -1 8.04022e+14 
8.05453e+12 -1 8.66115e+14 
8.56813e+12 -1 9.31195e+14 
9.11447e+12 -1 9.96276e+14 
9.69566e+12 -1 1.06136e+15 
1.03139e+13 -1 1.15609e+15 
1.09716e+13 -1 1.28047e+15 
1.16712e+13 -1 1.40485e+15 
1.24154e+13 -1 1.52923e+15 
1.3207e+13 -1 1.62373e+15 
1.40492e+13 -1 1.70955e+15 
1.4945e+13 -1 1.79537e+15 
1.5898e+13 -1 1.88448e+15 
1.69117e+13 -1 2.03593e+15 
1.79901e+13 -1 2.18739e+15 
1.91372e+13 -1 2.33884e+15 
2.03575e+13 -1 2.49126e+15 
2.16556e+13 -1 2.64567e+15 
2.30365e+13 -1 2.80009e+15 
2.45054e+13 -1 2.9545e+15 
2.6068e+13 -1 3.06617e+15 
2.77302e+13 -1 3.14933e+15 
2.94984e+13 -1 3.23249e+15 
3.13794e+13 -1 3.31566e+15 
3.33803e+13 -1 3.45469e+15 
3.55088e+13 -1 3.6017e+15 
3.7773e+13 -1 3.74872e+15 
4.01816e+13 -1 3.89172e+15 
4.27437e+13 -1 4.01198e+15 
4.54693e+13 -1 4.13225e+15 
4.83686e+13 -1 4.25252e+15 
5.14528e+13 -1 4.31371e+15 
