100 -1 0
125.893 -1 2.10163e-05
158.489 -1 0.000162913
199.526 -1 0.00099252
251.189 -1 0.00484021
316.228 -1 0.018147
398.107 -1 0.0500766
501.187 -1 0.111934
630.957 -1 0.221142
794.328 -1 0.414399
1000 -1 0.734266
1258.93 -1 1.28208
1584.89 -1 2.11597
1995.26 -1 3.30148
2511.89 -1 5.2211
3162.28 -1 8.10747
3981.07 -1 11.5444
5011.87 -1 16.4867
6309.57 -1 24.1951
7943.28 -1 33.0466
10000 -1 42.4554
12589.3 -1 60.4375
15848.9 -1 72.8447
19952.6 -1 94.7409
25118.9 -1 117.065
31622.8 -1 129.088
39810.7 -1 150.342
50118.7 -1 167.729
63095.7 -1 165.022
79432.8 -1 209.674
100000 -1 220.552
125893 -1 188.669
158489 -1 268.995
199526 -1 204.2
251189 -1 249.988
316228 -1 211.879
398107 -1 132.242
501187 -1 308.559
630957 -1 248.703
794328 -1 157.637
1e+06 -1 0
1.25893e+06 -1 0
1.58489e+06 -1 359.488
1.99526e+06 -1 0
2.51189e+06 -1 0
3.16228e+06 -1 0
3.98107e+06 -1 0
5.01187e+06 -1 0
6.30957e+06 -1 0
7.94328e+06 -1 0
100 -0.9 0
125.893 -0.9 0
158.489 -0.9 9.64185e-06
199.526 -0.9 0.000210444
251.189 -0.9 0.00215535
316.228 -0.9 0.0112274
398.107 -0.9 0.0369565
501.187 -0.9 0.0930778
630.957 -0.9 0.198835
794.328 -0.9 0.363194
1000 -0.9 0.684479
1258.93 -0.9 1.20856
1584.89 -0.9 2.12898
1995.26 -0.9 3.22085
2511.89 -0.9 5.10063
3162.28 -0.9 8.01312
3981.07 -0.9 11.7087
5011.87 -0.9 17.6016
6309.57 -0.9 24.3901
7943.28 -0.9 34.4007
10000 -0.9 48.1851
12589.3 -0.9 62.464
15848.9 -0.9 81.1723
19952.6 -0.9 105.025
25118.9 -0.9 128.415
31622.8 -0.9 160.581
39810.7 -0.9 178.515
50118.7 -0.9 244.906
63095.7 -0.9 271.846
79432.8 -0.9 226.039
100000 -0.9 388.902
125893 -0.9 388.955
158489 -0.9 335.211
199526 -0.9 364.146
251189 -0.9 427.561
316228 -0.9 370.847
398107 -0.9 439.91
501187 -0.9 576.844
630957 -0.9 560.019
794328 -0.9 410.828
1e+06 -0.9 308.455
1.25893e+06 -0.9 144.826
1.58489e+06 -0.9 299.055
1.99526e+06 -0.9 0
2.51189e+06 -0.9 613.09
3.16228e+06 -0.9 0
3.98107e+06 -0.9 0
5.01187e+06 -0.9 0
6.30957e+06 -0.9 481.371
7.94328e+06 -0.9 0
100 -0.8 0
125.893 -0.8 0
158.489 -0.8 1.17547e-05
199.526 -0.8 0.000138331
251.189 -0.8 0.00153263
316.228 -0.8 0.00925892
398.107 -0.8 0.0329182
501.187 -0.8 0.0881869
630.957 -0.8 0.191699
794.328 -0.8 0.370928
1000 -0.8 0.67621
1258.93 -0.8 1.17845
1584.89 -0.8 1.86907
1995.26 -0.8 3.13405
2511.89 -0.8 4.90844
3162.28 -0.8 7.6202
3981.07 -0.8 11.8541
5011.87 -0.8 16.7951
6309.57 -0.8 23.7801
7943.28 -0.8 32.0087
10000 -0.8 46.0047
12589.3 -0.8 66.2158
15848.9 -0.8 88.0541
19952.6 -0.8 111.235
25118.9 -0.8 149.541
31622.8 -0.8 194.844
39810.7 -0.8 235.665
50118.7 -0.8 233.917
63095.7 -0.8 311.352
79432.8 -0.8 342.919
100000 -0.8 419.552
125893 -0.8 473.799
158489 -0.8 597.188
199526 -0.8 469.024
251189 -0.8 692.373
316228 -0.8 908.949
398107 -0.8 725.462
501187 -0.8 794.411
630957 -0.8 780.447
794328 -0.8 864.446
1e+06 -0.8 797.622
1.25893e+06 -0.8 595.304
1.58489e+06 -0.8 50.8539
1.99526e+06 -0.8 853.531
2.51189e+06 -0.8 0
3.16228e+06 -0.8 0
3.98107e+06 -0.8 0
5.01187e+06 -0.8 0
6.30957e+06 -0.8 0
7.94328e+06 -0.8 0
100 -0.7 0
125.893 -0.7 0
158.489 -0.7 1.06428e-05
199.526 -0.7 0.000170876
251.189 -0.7 0.00128502
316.228 -0.7 0.00854642
398.107 -0.7 0.029209
501.187 -0.7 0.0755253
630.957 -0.7 0.174873
794.328 -0.7 0.320618
1000 -0.7 0.595608
1258.93 -0.7 1.06126
1584.89 -0.7 1.81195
1995.26 -0.7 3.02584
2511.89 -0.7 4.84215
3162.28 -0.7 7.63752
3981.07 -0.7 11.1293
5011.87 -0.7 16.9358
6309.57 -0.7 23.9735
7943.28 -0.7 35.4142
10000 -0.7 48.046
