1.00074 0.0015782 1337.63 0.01 0.0500837
1.00074 0.00157566 1337.63 0.01 0.0530622
1.00075 0.00157283 1337.63 0.01 0.0562193
1.00075 0.00156962 1337.63 0.01 0.0595659
1.00075 0.00156605 1337.62 0.01 0.0631137
1.00076 0.00156203 1337.62 0.01 0.0668753
1.00076 0.00155754 1337.62 0.01 0.0708639
1.00077 0.00155245 1337.62 0.01 0.0750938
1.00077 0.00154679 1337.61 0.01 0.0795802
1.00078 0.00154044 1337.61 0.01 0.0843396
1.00079 0.00153329 1337.61 0.01 0.0893894
1.0008 0.00152527 1337.6 0.01 0.0947485
1.00081 0.00151629 1337.6 0.01 0.100437
1.00082 0.0015062 1337.59 0.01 0.106477
1.00083 0.00149488 1337.58 0.01 0.112893
1.00084 0.0014822 1337.58 0.01 0.119709
1.00085 0.00146796 1337.57 0.01 0.126954
1.00087 0.001452 1337.56 0.01 0.134658
1.00089 0.00143407 1337.55 0.01 0.142855
1.00091 0.001414 1337.54 0.01 0.15158
1.00093 0.00139145 1337.53 0.01 0.160875
1.00096 0.00136615 1337.51 0.01 0.170784
1.00099 0.0013378 1337.5 0.01 0.181357
1.00102 0.00130602 1337.48 0.01 0.19265
1.00106 0.00127035 1337.47 0.01 0.204726
1.0011 0.00123037 1337.45 0.01 0.217658
1.00114 0.00118553 1337.43 0.01 0.231528
1.0012 0.00113526 1337.41 0.01 0.246432
1.00125 0.00107891 1337.38 0.01 0.262485
1.00132 0.00101576 1337.36 0.01 0.279822
1.00139 0.000944964 1337.33 0.01 0.298607
1.00147 0.000865638 1337.31 0.01 0.319045
1.00156 0.000776815 1337.28 0.01 0.341393
1.00166 0.000677316 1337.26 0.01 0.36599
1.00178 0.000565979 1337.23 0.01 0.393293
1.0019 0.000441436 1337.21 0.01 0.423951
1.00205 0.000302235 1337.2 0.01 0.45895
1.00221 0.000146987 1337.2 0.01 0.49993
1.00238 -2.55772e-05 1337.2 0.01 0.550048
1.00257 -0.000215544 1337.23 0.01 0.617368
1.00075 0.00157193 1337.63 0.0112202 0.0500837
1.00075 0.00156864 1337.63 0.0112202 0.0530622
1.00076 0.00156492 1337.62 0.0112202 0.0562193
1.00076 0.00156076 1337.62 0.0112202 0.0595659
1.00076 0.0015561 1337.62 0.0112202 0.0631137
1.00077 0.00155087 1337.62 0.0112202 0.0668753
1.00078 0.00154501 1337.61 0.0112202 0.0708639
1.00078 0.00153842 1337.61 0.0112202 0.0750938
1.00079 0.00153105 1337.61 0.0112202 0.0795802
1.0008 0.00152273 1337.6 0.0112202 0.0843396
1.00081 0.00151344 1337.6 0.0112202 0.0893894
1.00082 0.001503 1337.59 0.0112202 0.0947485
1.00083 0.0014913 1337.58 0.0112202 0.100437
1.00084 0.00147818 1337.58 0.0112202 0.106477
1.00086 0.00146345 1337.57 0.0112202 0.112893
1.00088 0.00144692 1337.56 0.0112202 0.119709
1.0009 0.00142839 1337.55 0.0112202 0.126954
1.00092 0.0014076 1337.54 0.0112202 0.134658
1.00094 0.00138428 1337.53 0.0112202 0.142855
1.00097 0.00135811 1337.51 0.0112202 0.15158
1.001 0.00132876 1337.5 0.0112202 0.160875
1.00103 0.00129583 1337.48 0.0112202 0.170784
1.00107 0.00125892 1337.47 0.0112202 0.181357
1.00111 0.0012175 1337.45 0.0112202 0.19265
1.00116 0.00117106 1337.43 0.0112202 0.204726
1.00121 0.00111897 1337.41 0.0112202 0.217658
1.00127 0.00106059 1337.39 0.0112202 0.231528
1.00134 0.000995082 1337.36 0.0112202 0.246432
1.00141 0.000921677 1337.34 0.0112202 0.262485
1.0015 0.000839364 1337.31 0.0112202 0.279822
1.00159 0.000747108 1337.29 0.0112202 0.298607
1.0017 0.00064371 1337.27 0.0112202 0.319045
1.00182 0.000527831 1337.25 0.0112202 0.341393
1.00195 0.000398015 1337.23 0.0112202 0.36599
