1.00014 0.00484159 7278.97 0.01 0.0500837
1.00014 0.00483903 7278.97 0.01 0.0530622
1.00015 0.00483616 7278.97 0.01 0.0562193
1.00015 0.00483293 7278.96 0.01 0.0595659
1.00015 0.00482931 7278.96 0.01 0.0631137
1.00016 0.00482525 7278.96 0.01 0.0668753
1.00016 0.0048207 7278.96 0.01 0.0708639
1.00017 0.00481559 7278.95 0.01 0.0750938
1.00017 0.00480985 7278.95 0.01 0.0795802
1.00018 0.00480342 7278.95 0.01 0.0843396
1.00019 0.00479621 7278.94 0.01 0.0893894
1.00019 0.00478811 7278.94 0.01 0.0947485
1.0002 0.00477903 7278.93 0.01 0.100437
1.00021 0.00476884 7278.92 0.01 0.106477
1.00023 0.00475741 7278.92 0.01 0.112893
1.00024 0.00474458 7278.91 0.01 0.119709
1.00025 0.0047302 7278.9 0.01 0.126954
1.00027 0.00471406 7278.89 0.01 0.134658
1.00029 0.00469597 7278.88 0.01 0.142855
1.00031 0.00467566 7278.87 0.01 0.15158
1.00033 0.00465289 7278.86 0.01 0.160875
1.00036 0.00462735 7278.84 0.01 0.170784
1.00039 0.00459871 7278.83 0.01 0.181357
1.00042 0.00456659 7278.81 0.01 0.19265
1.00047 0.00453606 7278.79 0.01 0.204726
1.00051 0.00449579 7278.77 0.01 0.217658
1.00056 0.00445064 7278.74 0.01 0.231528
1.00061 0.00440003 7278.72 0.01 0.246432
1.00067 0.00434328 7278.69 0.01 0.262485
1.00073 0.00427968 7278.66 0.01 0.279822
1.0008 0.0042084 7278.63 0.01 0.298607
1.00088 0.00412854 7278.6 0.01 0.319045
1.00097 0.00403908 7278.56 0.01 0.341393
1.00108 0.0039389 7278.53 0.01 0.36599
1.00119 0.00382678 7278.49 0.01 0.393293
1.00132 0.00370136 7278.45 0.01 0.423951
1.00146 0.00356123 7278.42 0.01 0.45895
1.00162 0.00340491 7278.38 0.01 0.49993
1.00179 0.00323115 7278.35 0.01 0.550048
1.00198 0.0030399 7278.33 0.01 0.617368
1.00015 0.00483525 7278.97 0.0112202 0.0500837
1.00015 0.00483191 7278.96 0.0112202 0.0530622
1.00015 0.00482817 7278.96 0.0112202 0.0562193
1.00016 0.00482397 7278.96 0.0112202 0.0595659
1.00016 0.00481926 7278.96 0.0112202 0.0631137
1.00017 0.00481397 7278.95 0.0112202 0.0668753
1.00017 0.00480804 7278.95 0.0112202 0.0708639
1.00018 0.00480139 7278.94 0.0112202 0.0750938
1.00019 0.00479392 7278.94 0.0112202 0.0795802
1.0002 0.00478555 7278.93 0.0112202 0.0843396
1.00021 0.00477615 7278.93 0.0112202 0.0893894
1.00022 0.00476561 7278.92 0.0112202 0.0947485
1.00023 0.00475379 7278.92 0.0112202 0.100437
1.00024 0.00474052 7278.91 0.0112202 0.106477
1.00026 0.00472563 7278.9 0.0112202 0.112893
1.00028 0.00470894 7278.89 0.0112202 0.119709
1.00029 0.00469021 7278.88 0.0112202 0.126954
1.00032 0.0046692 7278.87 0.0112202 0.134658
1.00034 0.00464563 7278.85 0.0112202 0.142855
1.00037 0.0046192 7278.84 0.0112202 0.15158
1.0004 0.00458955 7278.82 0.0112202 0.160875
1.00043 0.00455629 7278.8 0.0112202 0.170784
1.00048 0.00452452 7278.78 0.0112202 0.181357
1.00052 0.00448282 7278.76 0.0112202 0.19265
1.00057 0.00443605 7278.74 0.0112202 0.204726
1.00062 0.0043836 7278.71 0.0112202 0.217658
1.00068 0.00432479 7278.68 0.0112202 0.231528
1.00075 0.00425884 7278.65 0.0112202 0.246432
1.00083 0.00418491 7278.62 0.0112202 0.262485
1.00091 0.00410203 7278.58 0.0112202 0.279822
1.001 0.00400912 7278.55 0.0112202 0.298607
1.00111 0.00390499 7278.51 0.0112202 0.319045
1.00123 0.00378831 7278.47 0.0112202 0.341393
1.00136 0.00365758 7278.44 0.0112202 0.36599
1.00151 0.00351115 7278.4 0.0112202 0.393293
1.00168 0.0033472 7278.37 0.0112202 0.423951
1.00186 0.00316372 7278.35 0.0112202 0.45895
1.00207 0.00295857 7278.33 0.0112202 0.49993
1.0023 0.00272957 7278.32 0.0112202 0.550048
1.00256 0.00247521 7278.33 0.0112202 0.617368
1.00016 0.00482719 7278.96 0.0125893 0.0500837
1.00016 0.00482288 7278.96 0.0125893 0.0530622
1.00016 0.00481803 7278.95 0.0125893 0.0562193
1.00017 0.0048126 7278.95 0.0125893 0.0595659
